id_alerta_procedida,codigo_alerta,severidad,mensaje,detalle,contexto,id_movimiento,id_ahorro,id_cliente,id_prestamo,id_usuario,fecha_evento,fecha_movimiento_referencia,ip_origen
145,LOAN_NOT_RELEASED,warning,El préstamo #1649 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3971,453,11112922068,1649,111113612603105,2026-06-23 16:51:11,2026-06-22,84.17.44.229
146,LOAN_NOT_RELEASED,warning,El préstamo #1934 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3834,19,11113106411,1934,111113612603105,2026-06-23 16:51:15,2026-06-21,84.17.44.229
149,SALIDA_SIN_PRESTAMO,warning,No se pudo vincular la salida a un préstamo vigente en la fecha indicada.,[object Object],confirmacion_movimiento,3831,153,11112909806,,111113612603105,2026-06-23 16:53:20,2026-06-23,84.17.44.229
150,SALIDA_SIN_PRESTAMO,warning,No se pudo vincular la salida a un préstamo vigente en la fecha indicada.,[object Object],confirmacion_movimiento,3830,454,11112828782,,111113612603105,2026-06-23 16:53:36,2026-06-23,84.17.44.229
153,LOAN_NOT_RELEASED,warning,El préstamo #1949 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3824,422,11113098282,1949,111113612603105,2026-06-23 16:54:23,2026-06-23,84.17.44.229
154,LOAN_NOT_RELEASED,warning,El préstamo #1995 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3816,385,11113023238,1995,111113612603105,2026-06-23 16:54:42,2026-06-23,84.17.44.229
155,LOAN_NOT_RELEASED,warning,El préstamo #1962 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3833,123,11112954434,1962,111113612603105,2026-06-23 16:54:58,2026-06-23,84.17.44.229
156,LOAN_NOT_RELEASED,warning,El préstamo #1948 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3825,328,11112895952,1948,111113612603105,2026-06-23 16:55:11,2026-06-23,84.17.44.229
157,LOAN_NOT_RELEASED,warning,El préstamo #1950 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3823,232,11113242625,1950,111113612603105,2026-06-23 16:55:27,2026-06-23,84.17.44.229
158,LOAN_NOT_RELEASED,warning,El préstamo #1988 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3815,452,11112972833,1988,111113612603105,2026-06-23 16:55:42,2026-06-23,84.17.44.229
159,SALIDA_SIN_PRESTAMO,warning,No se pudo vincular la salida a un préstamo vigente en la fecha indicada.,[object Object],confirmacion_movimiento,3814,344,11112965092,,111113612603105,2026-06-23 16:55:51,2026-06-23,84.17.44.229
160,LOAN_NOT_RELEASED,warning,El préstamo #1978 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3809,193,11112801054,1978,111113612603105,2026-06-23 16:56:04,2026-06-23,84.17.44.229
161,LOAN_NOT_RELEASED,warning,El préstamo #1969 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3807,30,11113229030,1969,111113612603105,2026-06-23 16:56:16,2026-06-23,84.17.44.229
162,LOAN_NOT_RELEASED,warning,El préstamo #1972 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3806,32,11113004915,1972,111113612603105,2026-06-23 16:56:41,2026-06-23,84.17.44.229
163,LOAN_NOT_RELEASED,warning,El préstamo #1970 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3805,33,11112958365,1970,111113612603105,2026-06-23 16:56:53,2026-06-23,84.17.44.229
164,LOAN_NOT_RELEASED,warning,El préstamo #1971 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3804,31,11112897765,1971,111113612603105,2026-06-23 16:57:05,2026-06-23,84.17.44.229
165,LOAN_NOT_RELEASED,warning,El préstamo #1965 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3799,12,11112935428,1965,111113612603105,2026-06-23 16:57:34,2026-06-23,84.17.44.229
166,LOAN_NOT_RELEASED,warning,El préstamo #1966 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3798,8,11112925238,1966,111113612603105,2026-06-23 16:57:52,2026-06-23,84.17.44.229
167,LOAN_NOT_RELEASED,warning,El préstamo #1947 aún no está en ventana de renovación para retiro de garantía.,[object Object],confirmacion_movimiento,3795,139,11112979691,1947,111113612603105,2026-06-23 16:58:01,2026-06-23,84.17.44.229
168,DEPOSITO_SIN_PRESTAMO,warning,El cliente no tiene un préstamo activo en la fecha del depósito.,[object Object],creacion_deposito,,457,11113064631,,111113612603105,2026-06-25 19:00:33,2026-06-25,84.17.44.225
169,DEPOSITO_SIN_PRESTAMO,warning,El cliente no tiene un préstamo activo en la fecha del depósito.,[object Object],creacion_deposito,,340,11112888569,,1111111111111111,2026-06-27 15:16:12,2026-06-26,84.17.44.227
